NOC,Region,Occupational category
#8222,North Coast & Nechako,All
#8231,North Coast & Nechako,All
#8232,North Coast & Nechako,All
#8241,North Coast & Nechako,All
#8252,North Coast & Nechako,All
#8255,North Coast & Nechako,All
#8261,North Coast & Nechako,All
#8262,North Coast & Nechako,All
#8411,North Coast & Nechako,All
#8412,North Coast & Nechako,All
#8421,North Coast & Nechako,All
#8422,North Coast & Nechako,All
#8431,North Coast & Nechako,All
#8432,North Coast & Nechako,All
#8441,North Coast & Nechako,All
#8442,North Coast & Nechako,All
#8611,North Coast & Nechako,All
#8612,North Coast & Nechako,All
#8613,North Coast & Nechako,All
#8614,North Coast & Nechako,All
#8615,North Coast & Nechako,All
#8616,North Coast & Nechako,All
#9211,North Coast & Nechako,All
#9212,North Coast & Nechako,All
#9213,North Coast & Nechako,All
#9214,North Coast & Nechako,All
#9215,North Coast & Nechako,All
#9217,North Coast & Nechako,All
#9221,North Coast & Nechako,All
#9222,North Coast & Nechako,All
#9223,North Coast & Nechako,All
#9224,North Coast & Nechako,All
#9226,North Coast & Nechako,All
#9227,North Coast & Nechako,All
#9231,North Coast & Nechako,All
#9232,North Coast & Nechako,All
#9235,North Coast & Nechako,All
#9241,North Coast & Nechako,All
#9243,North Coast & Nechako,All
#9411,North Coast & Nechako,All
#9412,North Coast & Nechako,All
#9413,North Coast & Nechako,All
#9414,North Coast & Nechako,All
#9415,North Coast & Nechako,All
#9416,North Coast & Nechako,All
#9417,North Coast & Nechako,All
#9418,North Coast & Nechako,All
#9421,North Coast & Nechako,All
#9422,North Coast & Nechako,All
#9423,North Coast & Nechako,All
#9431,North Coast & Nechako,All
#9432,North Coast & Nechako,All
#9433,North Coast & Nechako,All
#9434,North Coast & Nechako,All
#9435,North Coast & Nechako,All
#9436,North Coast & Nechako,All
#9437,North Coast & Nechako,All
#9441,North Coast & Nechako,All
#9442,North Coast & Nechako,All
#9445,North Coast & Nechako,All
#9446,North Coast & Nechako,All
#9447,North Coast & Nechako,All
#9461,North Coast & Nechako,All
#9462,North Coast & Nechako,All
#9463,North Coast & Nechako,All
#9465,North Coast & Nechako,All
#9471,North Coast & Nechako,All
#9472,North Coast & Nechako,All
#9473,North Coast & Nechako,All
#9474,North Coast & Nechako,All
#9521,North Coast & Nechako,All
#9522,North Coast & Nechako,All
#9523,North Coast & Nechako,All
#9524,North Coast & Nechako,All
#9525,North Coast & Nechako,All
#9526,North Coast & Nechako,All
#9527,North Coast & Nechako,All
#9531,North Coast & Nechako,All
#9532,North Coast & Nechako,All
#9533,North Coast & Nechako,All
#9534,North Coast & Nechako,All
#9535,North Coast & Nechako,All
#9536,North Coast & Nechako,All
#9537,North Coast & Nechako,All
#9611,North Coast & Nechako,All
#9612,North Coast & Nechako,All
#9613,North Coast & Nechako,All
#9614,North Coast & Nechako,All
#9615,North Coast & Nechako,All
#9616,North Coast & Nechako,All
#9617,North Coast & Nechako,All
#9618,North Coast & Nechako,All
#9619,North Coast & Nechako,All
#0011,Northeast,All
#0012,Northeast,All
#0013,Northeast,All
#0014,Northeast,All
#0015,Northeast,All
#0016,Northeast,All
#0111,Northeast,All
#0112,Northeast,All
#0113,Northeast,All
#0114,Northeast,All
#0121,Northeast,All
#0122,Northeast,All
#0124,Northeast,All
#0125,Northeast,All
#0131,Northeast,All
#0132,Northeast,All
#0211,Northeast,All
#0212,Northeast,All
#0213,Northeast,All
#0311,Northeast,All
#0411,Northeast,All
#0412,Northeast,All
#0413,Northeast,All
#0414,Northeast,All
#0421,Northeast,All
#0422,Northeast,All
#0423,Northeast,All
#0431,Northeast,All
#0432,Northeast,All
#0433,Northeast,All
#0511,Northeast,All
#0512,Northeast,All
#0513,Northeast,All
#0601,Northeast,All
#0621,Northeast,All
#0631,Northeast,All
#0632,Northeast,All
#0651,Northeast,All
#0711,Northeast,All
#0712,Northeast,All
#0714,Northeast,All
#0731,Northeast,All
#0811,Northeast,All
#0821,Northeast,All
#0822,Northeast,All
#0823,Northeast,All
#0911,Northeast,All
#0912,Northeast,All
#1111,Northeast,All
#1112,Northeast,All
#1113,Northeast,All
#1114,Northeast,All
#1121,Northeast,All
#1122,Northeast,All
#1123,Northeast,All
#1211,Northeast,All
#1212,Northeast,All
#1213,Northeast,All
#1214,Northeast,All
#1215,Northeast,All
#1221,Northeast,All
#1222,Northeast,All
#1223,Northeast,All
#1224,Northeast,All
#1225,Northeast,All
#1226,Northeast,All
#1227,Northeast,All
#1228,Northeast,All
#1241,Northeast,All
#1242,Northeast,All
#1243,Northeast,All
#1251,Northeast,All
#1252,Northeast,All
#1253,Northeast,All
#1254,Northeast,All
#1311,Northeast,All
#1312,Northeast,All
#1313,Northeast,All
#1314,Northeast,All
#1315,Northeast,All
#1411,Northeast,All
#1414,Northeast,All
#1415,Northeast,All
#1416,Northeast,All
#1422,Northeast,All
#1423,Northeast,All
#1431,Northeast,All
#1432,Northeast,All
#1434,Northeast,All
#1435,Northeast,All
#1451,Northeast,All
#1452,Northeast,All
#1454,Northeast,All
#1511,Northeast,All
#1512,Northeast,All
#1513,Northeast,All
#1521,Northeast,All
#1522,Northeast,All
#1523,Northeast,All
#1524,Northeast,All
#1525,Northeast,All
#1526,Northeast,All
#2111,Northeast,All
#2112,Northeast,All
#2113,Northeast,All
#2114,Northeast,All
#2115,Northeast,All
#2121,Northeast,All
#2122,Northeast,All
#2123,Northeast,All
#2131,Northeast,All
#2132,Northeast,All
#2133,Northeast,All
#2134,Northeast,All
#2141,Northeast,All
#2142,Northeast,All
#2143,Northeast,All
#2144,Northeast,All
#2145,Northeast,All
#2146,Northeast,All
#2147,Northeast,All
#2148,Northeast,All
#2151,Northeast,All
#2152,Northeast,All
#2153,Northeast,All
#2154,Northeast,All
#2161,Northeast,All
#2171,Northeast,All
#2172,Northeast,All
#2173,Northeast,All
#2174,Northeast,All
#2175,Northeast,All
#2211,Northeast,All
#2212,Northeast,All
#2221,Northeast,All
#2222,Northeast,All
#2223,Northeast,All
#2224,Northeast,All
#2225,Northeast,All
#2231,Northeast,All
#2232,Northeast,All
#2233,Northeast,All
#2234,Northeast,All
#2241,Northeast,All
#2242,Northeast,All
#2243,Northeast,All
#2244,Northeast,All
#2251,Northeast,All
#2252,Northeast,All
#2253,Northeast,All
#2254,Northeast,All
#2255,Northeast,All
#2261,Northeast,All
#2262,Northeast,All
#2263,Northeast,All
#2264,Northeast,All
#2271,Northeast,All
#2272,Northeast,All
#2273,Northeast,All
#2274,Northeast,All
#2275,Northeast,All
#2281,Northeast,All
#2282,Northeast,All
#2283,Northeast,All
#3011,Northeast,All
#3012,Northeast,All
#3111,Northeast,All
#3112,Northeast,All
#3113,Northeast,All
#3114,Northeast,All
#3121,Northeast,All
#3122,Northeast,All
#3124,Northeast,All
#3125,Northeast,All
#3131,Northeast,All
#3132,Northeast,All
#3141,Northeast,All
#3142,Northeast,All
#3143,Northeast,All
#3144,Northeast,All
#3211,Northeast,All
#3212,Northeast,All
#3213,Northeast,All
#3214,Northeast,All
#3215,Northeast,All
#3216,Northeast,All
#3217,Northeast,All
#3219,Northeast,All
#3221,Northeast,All
#3222,Northeast,All
#3223,Northeast,All
#3231,Northeast,All
#3232,Northeast,All
#3233,Northeast,All
#3234,Northeast,All
#3236,Northeast,All
#3237,Northeast,All
#3411,Northeast,All
#3413,Northeast,All
#3414,Northeast,All
#4011,Northeast,All
#4012,Northeast,All
#4021,Northeast,All
#4031,Northeast,All
#4032,Northeast,All
#4033,Northeast,All
#4111,Northeast,All
#4112,Northeast,All
#4151,Northeast,All
#4152,Northeast,All
#4153,Northeast,All
#4154,Northeast,All
#4155,Northeast,All
#4156,Northeast,All
#4161,Northeast,All
#4162,Northeast,All
#4163,Northeast,All
#4164,Northeast,All
#4165,Northeast,All
#4166,Northeast,All
#4167,Northeast,All
#4168,Northeast,All
#4169,Northeast,All
#4211,Northeast,All
#4212,Northeast,All
#4214,Northeast,All
#4215,Northeast,All
#4216,Northeast,All
#4217,Northeast,All
#4311,Northeast,All
#4312,Northeast,All
#4313,Northeast,All
#4411,Northeast,All
#4412,Northeast,All
#4413,Northeast,All
#4421,Northeast,All
#4422,Northeast,All
#4423,Northeast,All
#5111,Northeast,All
#5112,Northeast,All
#5113,Northeast,All
#5121,Northeast,All
#5122,Northeast,All
#5123,Northeast,All
#5125,Northeast,All
#5131,Northeast,All
#5132,Northeast,All
#5133,Northeast,All
#5134,Northeast,All
#5135,Northeast,All
#5136,Northeast,All
#5211,Northeast,All
#5212,Northeast,All
#5221,Northeast,All
#5222,Northeast,All
#5223,Northeast,All
#5224,Northeast,All
#5225,Northeast,All
#5226,Northeast,All
#5227,Northeast,All
#5231,Northeast,All
#5232,Northeast,All
#5241,Northeast,All
#5242,Northeast,All
#5243,Northeast,All
#5244,Northeast,All
#5245,Northeast,All
#5251,Northeast,All
#5252,Northeast,All
#5253,Northeast,All
#5254,Northeast,All
#6211,Northeast,All
#6221,Northeast,All
#6222,Northeast,All
#6231,Northeast,All
#6232,Northeast,All
#6235,Northeast,All
#6311,Northeast,All
#6312,Northeast,All
#6313,Northeast,All
#6314,Northeast,All
#6315,Northeast,All
#6316,Northeast,All
#6321,Northeast,All
#6322,Northeast,All
#6331,Northeast,All
#6332,Northeast,All
#6341,Northeast,All
#6342,Northeast,All
#6343,Northeast,All
#6344,Northeast,All
#6345,Northeast,All
#6346,Northeast,All
#6411,Northeast,All
#6421,Northeast,All
#6511,Northeast,All
#6512,Northeast,All
#6513,Northeast,All
#6521,Northeast,All
#6522,Northeast,All
#6523,Northeast,All
#6524,Northeast,All
#6525,Northeast,All
#6531,Northeast,All
#6532,Northeast,All
#6533,Northeast,All
#6541,Northeast,All
#6551,Northeast,All
#6552,Northeast,All
#6561,Northeast,All
#6562,Northeast,All
#6563,Northeast,All
#6564,Northeast,All
#6611,Northeast,All
#6621,Northeast,All
#6622,Northeast,All
#6623,Northeast,All
#6711,Northeast,All
#6721,Northeast,All
#6722,Northeast,All
#6731,Northeast,All
#6732,Northeast,All
#6733,Northeast,All
#6741,Northeast,All
#6742,Northeast,All
#7201,Northeast,All
#7202,Northeast,All
#7203,Northeast,All
#7204,Northeast,All
#7205,Northeast,All
#7231,Northeast,All
#7232,Northeast,All
#7233,Northeast,All
#7234,Northeast,All
#7235,Northeast,All
#7236,Northeast,All
#7237,Northeast,All
#7241,Northeast,All
#7242,Northeast,All
#7243,Northeast,All
#7244,Northeast,All
#7245,Northeast,All
#7246,Northeast,All
#7247,Northeast,All
#7251,Northeast,All
#7252,Northeast,All
#7253,Northeast,All
#7271,Northeast,All
#7272,Northeast,All
#7281,Northeast,All
#7282,Northeast,All
#7283,Northeast,All
#7284,Northeast,All
#7291,Northeast,All
#7292,Northeast,All
#7293,Northeast,All
#7294,Northeast,All
#7295,Northeast,All
#7301,Northeast,All
#7302,Northeast,All
#7303,Northeast,All
#7304,Northeast,All
#7305,Northeast,All
#7311,Northeast,All
#7312,Northeast,All
#7313,Northeast,All
#7314,Northeast,All
#7315,Northeast,All
#7316,Northeast,All
#7318,Northeast,All
#7321,Northeast,All
#7322,Northeast,All
#7331,Northeast,All
#7332,Northeast,All
#7333,Northeast,All
#7334,Northeast,All
#7335,Northeast,All
#7361,Northeast,All
#7362,Northeast,All
#7371,Northeast,All
#7372,Northeast,All
#7373,Northeast,All
#7381,Northeast,All
#7384,Northeast,All
#7441,Northeast,All
#7442,Northeast,All
#7444,Northeast,All
#7445,Northeast,All
#7451,Northeast,All
#7452,Northeast,All
#7511,Northeast,All
#7512,Northeast,All
#7513,Northeast,All
#7514,Northeast,All
#7521,Northeast,All
#7522,Northeast,All
#7531,Northeast,All
#7532,Northeast,All
#7533,Northeast,All
#7534,Northeast,All
#7535,Northeast,All
#7611,Northeast,All
#7612,Northeast,All
#7621,Northeast,All
#7622,Northeast,All
#8211,Northeast,All
#8221,Northeast,All
#8222,Northeast,All
#8231,Northeast,All
#8232,Northeast,All
#8241,Northeast,All
#8252,Northeast,All
#8255,Northeast,All
#8261,Northeast,All
#8262,Northeast,All
#8411,Northeast,All
#8412,Northeast,All
#8421,Northeast,All
#8422,Northeast,All
#8431,Northeast,All
#8432,Northeast,All
#8441,Northeast,All
#8442,Northeast,All
#8611,Northeast,All
#8612,Northeast,All
#8613,Northeast,All
#8614,Northeast,All
#8615,Northeast,All
#8616,Northeast,All
#9211,Northeast,All
#9212,Northeast,All
#9213,Northeast,All
#9214,Northeast,All
#9215,Northeast,All
#9217,Northeast,All
#9221,Northeast,All
#9222,Northeast,All
#9223,Northeast,All
#9224,Northeast,All
#9226,Northeast,All
#9227,Northeast,All
#9231,Northeast,All
#9232,Northeast,All
#9235,Northeast,All
#9241,Northeast,All
#9243,Northeast,All
#9411,Northeast,All
#9412,Northeast,All
#9413,Northeast,All
#9414,Northeast,All
#9415,Northeast,All
#9416,Northeast,All
#9417,Northeast,All
#9418,Northeast,All
#9421,Northeast,All
#9422,Northeast,All
#9423,Northeast,All
#9431,Northeast,All
#9432,Northeast,All
#9433,Northeast,All
#9434,Northeast,All
#9435,Northeast,All
#9436,Northeast,All
#9437,Northeast,All
#9441,Northeast,All
#9442,Northeast,All
#9445,Northeast,All
#9446,Northeast,All
#9447,Northeast,All
#9461,Northeast,All
#9462,Northeast,All
#9463,Northeast,All
#9465,Northeast,All
#9471,Northeast,All
#9472,Northeast,All
#9473,Northeast,All
#9474,Northeast,All
#9521,Northeast,All
#9522,Northeast,All
#9523,Northeast,All
#9524,Northeast,All
#9525,Northeast,All
#9526,Northeast,All
#9527,Northeast,All
#9531,Northeast,All
#9532,Northeast,All
#9533,Northeast,All
#9534,Northeast,All
#9535,Northeast,All
#9536,Northeast,All
#9537,Northeast,All
#9611,Northeast,All
#9612,Northeast,All
#9613,Northeast,All
#9614,Northeast,All
#9615,Northeast,All
#9616,Northeast,All
#9617,Northeast,All
#9618,Northeast,All
#9619,Northeast,All
#0011,Thompson-Okanagan,All
#0012,Thompson-Okanagan,All
#0013,Thompson-Okanagan,All
#0014,Thompson-Okanagan,All
#0015,Thompson-Okanagan,All
#0016,Thompson-Okanagan,All
#0111,Thompson-Okanagan,All
#0112,Thompson-Okanagan,All
#0113,Thompson-Okanagan,All
#0114,Thompson-Okanagan,All
#0121,Thompson-Okanagan,All
#0122,Thompson-Okanagan,All
#0124,Thompson-Okanagan,All
#0125,Thompson-Okanagan,All
#0131,Thompson-Okanagan,All
#0132,Thompson-Okanagan,All
#0211,Thompson-Okanagan,All
#0212,Thompson-Okanagan,All
#0213,Thompson-Okanagan,All
#0311,Thompson-Okanagan,All
#0411,Thompson-Okanagan,All
#0412,Thompson-Okanagan,All
#0413,Thompson-Okanagan,All
#0414,Thompson-Okanagan,All
#0421,Thompson-Okanagan,All
#0422,Thompson-Okanagan,All
#0423,Thompson-Okanagan,All
#0431,Thompson-Okanagan,All
#0432,Thompson-Okanagan,All
#0433,Thompson-Okanagan,All
#0511,Thompson-Okanagan,All
#0512,Thompson-Okanagan,All
#0513,Thompson-Okanagan,All
#0601,Thompson-Okanagan,All
#0621,Thompson-Okanagan,All
#0631,Thompson-Okanagan,All
#0632,Thompson-Okanagan,All
#0651,Thompson-Okanagan,All
#0711,Thompson-Okanagan,All
#0712,Thompson-Okanagan,All
#0714,Thompson-Okanagan,All
#0731,Thompson-Okanagan,All
#0811,Thompson-Okanagan,All
#0821,Thompson-Okanagan,All
#0822,Thompson-Okanagan,All
#0823,Thompson-Okanagan,All
#0911,Thompson-Okanagan,All
#0912,Thompson-Okanagan,All
#1111,Thompson-Okanagan,All
#1112,Thompson-Okanagan,All
#1113,Thompson-Okanagan,All
#1114,Thompson-Okanagan,All
#1121,Thompson-Okanagan,All
#1122,Thompson-Okanagan,All
#1123,Thompson-Okanagan,All
#1211,Thompson-Okanagan,All
#1212,Thompson-Okanagan,All
#1213,Thompson-Okanagan,All
#1214,Thompson-Okanagan,All
#1215,Thompson-Okanagan,All
#1221,Thompson-Okanagan,All
#1222,Thompson-Okanagan,All
#1223,Thompson-Okanagan,All
#1224,Thompson-Okanagan,All
#1225,Thompson-Okanagan,All
#1226,Thompson-Okanagan,All
#1227,Thompson-Okanagan,All
#1228,Thompson-Okanagan,All
#1241,Thompson-Okanagan,All
#1242,Thompson-Okanagan,All
#1243,Thompson-Okanagan,All
#1251,Thompson-Okanagan,All
#1252,Thompson-Okanagan,All
#1253,Thompson-Okanagan,All
#1254,Thompson-Okanagan,All
#1311,Thompson-Okanagan,All
#1312,Thompson-Okanagan,All
#1313,Thompson-Okanagan,All
#1314,Thompson-Okanagan,All
#1315,Thompson-Okanagan,All
#1411,Thompson-Okanagan,All
#1414,Thompson-Okanagan,All
#1415,Thompson-Okanagan,All
#1416,Thompson-Okanagan,All
#1422,Thompson-Okanagan,All
#1423,Thompson-Okanagan,All
#1431,Thompson-Okanagan,All
#1432,Thompson-Okanagan,All
#1434,Thompson-Okanagan,All
#1435,Thompson-Okanagan,All
#1451,Thompson-Okanagan,All
#1452,Thompson-Okanagan,All
#1454,Thompson-Okanagan,All
#1511,Thompson-Okanagan,All
#1512,Thompson-Okanagan,All
#1513,Thompson-Okanagan,All
#1521,Thompson-Okanagan,All
#1522,Thompson-Okanagan,All
#1523,Thompson-Okanagan,All
#1524,Thompson-Okanagan,All
#1525,Thompson-Okanagan,All
#1526,Thompson-Okanagan,All
#2111,Thompson-Okanagan,All
#2112,Thompson-Okanagan,All
#2113,Thompson-Okanagan,All
#2114,Thompson-Okanagan,All
